
Docket ID,Docket Title,Agency,Docket Type,Petition Number,RIN,
"EPA-HQ-OW-2018-0149","Revised Definition of “Waters of the United States” ","EPA","Rulemaking",N/A,"2040-AF75",


Document Title,Document Type,Attachment Count,Submitter Last Name,Submitter First Name,Organization,Document ID,Posted Date,Received Date,Comment Start Date,Comment Due Date,Implementation Date,Effective Date,Related RINs,Document SubType,Subject,Abstract,Status,Source Citation,OMB Approval Number,FR Citation,Federal Register Number,Start End Page,Special Instructions,Legacy ID,Post Mark Date,File Type,Number Of Pages,Paper Width,Paper Length,Exhibit Type,Exhibit Location,Document Field_1,Document Field_2,Document Detail
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1981","03/25/2019","03/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1981
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3331","04/09/2019","04/02/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/02/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3331
"Comment submitted by (name Illegible)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-11389","05/16/2019","05/06/2019",N/A,N/A,N/A,N/A,N/A,"Late Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/17/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11389
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3581","04/10/2019","04/05/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/05/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3581
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2854","04/02/2019","03/24/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2854
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5745","04/29/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5745
"Comment submitted by S. Melvin","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0216","02/22/2019","02/17/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/17/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0216
"Comment submitted by S. Lewis","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3636","04/11/2019","04/04/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/04/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3636
"Comment submitted by A. Lewis","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0106","02/21/2019","02/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0106
"Comment submitted by D. Dyckes","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6495","04/29/2019","04/10/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/10/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6495
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1374","03/18/2019","03/12/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1374
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1366","03/18/2019","03/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1366
"Comment submitted by D. Lathan","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6178","04/29/2019","03/28/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/28/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6178
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1143","03/14/2019","03/08/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/08/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1143
"Comment submitted by P. Nordby","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2997","04/04/2019","03/29/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/29/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2997
"Comment submitted by Colorado-Wyoming Chapter of the American Fisheries Society","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4329","04/17/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4329
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6511","04/29/2019","04/10/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/10/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6511
"Comment submitted by K. Mull","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10494","05/08/2019","03/22/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/22/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10494
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6660","04/29/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6660
"Comment submitted by C. Murawski","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10181","05/08/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10181
"Comment submitted by K. Mannino","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1277","03/18/2019","03/09/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/09/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1277
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7734","05/01/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7734
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0130","02/21/2019","02/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0130
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8842","05/04/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8842
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1128","03/14/2019","03/08/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/08/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1128
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5855","04/29/2019","03/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5855
"Comment submitted by J. Musgrove","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9906","05/08/2019","02/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9906
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9203","05/07/2019","04/13/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/13/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9203
"Comment submitted by G. Moore","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0142","02/21/2019","02/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0142
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7566","05/01/2019","04/12/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7566
"Comment submitted by N. Horton","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10531","05/08/2019","03/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10531
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1242","03/18/2019","03/08/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/08/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1242
"Comment submitted by W. W. Harley","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3006","04/04/2019","03/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/04/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3006
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6264","04/29/2019","04/05/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/05/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6264
"Comment submitted by Isaac Lujan, Governor, Pueblo de Sandia","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4686","04/18/2019","04/10/2019",N/A,N/A,N/A,N/A,N/A,"Government Tribal",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/02/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4686
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3372","04/09/2019","04/03/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/03/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3372
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2891","04/04/2019","03/18/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/18/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2891
"Comment on EPA-HQ-OW-2018-0149-0003","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1573","03/19/2019","03/13/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1573
"Comment submitted by Alan J. Rabideau, Ph.D., P.E., Environmental and Water Resources Engineering, University at Buffalo","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10149","05/08/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10149
"Comment submitted by J. Yousten","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9585","05/07/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9585
"Comment submitted by J. Pfeffier","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4269","04/16/2019","03/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/15/2019","pdf","1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4269
"Comment submitted by K. Lefever","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2138","03/25/2019","03/16/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/09/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2138
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8633","05/04/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8633
"Comment submitted by J. Vanderloop","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8853","05/04/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8853
"Comment submitted by B. Fitzpatrick","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4083","04/15/2019","04/10/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/10/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4083
"Comment submitted by Bill Harvey, Commission Chair, Baker County, Oregon","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4254","04/16/2019","04/10/2019",N/A,N/A,N/A,N/A,N/A,"Government Local",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/10/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4254
"Comment submitted by D. Byars","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2809","04/02/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/09/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2809
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3154","04/05/2019","03/28/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/28/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3154
"Comment submitted by E. Kallos","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3165","04/08/2019","03/25/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/25/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3165
"Comment submitted by D. Pritchard","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-11054","05/13/2019","03/31/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/31/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11054
"Comment submitted by K. Dolan","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3501","04/10/2019","04/03/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/03/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3501
"Comment submitted by Garrett L. Davey, Associate Attorney, Fredericks Peebles & Patterson LLP on behalf of Ute Indian Tribe of the Uintah and Ouray Indian Reservation","PUBLIC SUBMISSIONS","2",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5028","04/22/2019","04/17/2019",N/A,N/A,N/A,N/A,N/A,"Government Tribal",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5028
"Comment submitted by T. Patterson","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8481","05/04/2019","04/13/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/13/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8481
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8497","05/04/2019","04/13/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/13/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8497
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7841","05/01/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7841
"Comment submitted by C. Stadelman","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2964","04/04/2019","03/16/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/16/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2964
"Comment submitted by Mauren (surname illegible)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3074","04/05/2019","04/01/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/26/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3074
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2185","03/27/2019","03/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2185
"Comment submitted by R. Jones","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2553","03/27/2019","03/19/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/19/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2553
"Anonymous public ocmment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1865","03/25/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1865
