Docket ID,Docket Title,Agency,Docket Type,Petition Number,RIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA-HQ-OW-2018-0149,Revised Definition of “Waters of the United States” ,EPA,Rulemaking,N/A,2040-AF75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Document Type,Attachment Count,Submitter Last Name,Submitter First Name,Organization,Document ID,Posted Date,Received Date,Comment Start Date,Comment Due Date,Implementation Date,Effective Date,Related RINs,Document SubType,Subject,Abstract,Status,Source Citation,OMB Approval Number,FR Citation,Federal Register Number,Start End Page,Special Instructions,Legacy ID,Post Mark Date,File Type,Number Of Pages,Paper Width,Paper Length,Exhibit Type,Exhibit Location,Document Field_1,Document Field_2,Document Detail,,,
"Comment submitted by Mick W. Berry, Catawba County Manager, Catawba County, North Carolina",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4598,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4598,,,
"Comment submitted by Dan Felton III, Lee County, St. Francis Levee District of Arkansas et al.",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8202,5/4/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8202,,,
"Comment submitted by Ann Shaughnessy, Rensselaer County Legislature",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5030,4/23/19,4/10/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5030,,,
"Comment submitted by Thomas S. Devilbiss, Director, Carroll County Department of Land & Resource Management",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5113,4/23/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5113,,,
"Comment submitted by Janice Thompson, Deputy Director, Department of Transportation and Public Works, Sonoma County, State of California",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-11400,5/16/19,4/16/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/16/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11400,,,
"Comment submitted by Richard Lunt, Supervisor, Greenlee County, Arizona",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4571,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4571,,,
"Comment submitted by Patrick C. Bonck, Zoning Administrator, Harrison County Zoning Administration, Mississippi",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8168,5/1/19,4/24/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8168,,,
"Comment submitted by Abe Laydon, Roger A. Partridge, and Lora L. Thomas, Board of Douglas County Commissioners, Office Office of the County Commissioners, Douglas County, Colorado",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4172,4/16/19,4/9/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/9/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4172,,,
"Comment submitted by Laura C. Makar, Assistant County Attorney, Colorado Board of County Commissioners, Pitkin County",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4986,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4986,,,
"Comment submitted by Terry Durby, Chairman, et al., Winnebago County Board of Supervisors, Iowa",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3695,4/11/19,4/9/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/9/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3695,,,
"Comment submitted by Hilary Meltzer, Chief, Environmental Law Division , New Your City Law Department and Nathan Taylor, Assistant Corporation Counsel",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8139,5/1/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8139,,,
"Comment submitted by James T. Foldesi, Public Works Director/ Highway Engineer and Carol Andrews, Environmental Project Manager, St. Louis County Minnesota Public Works Department",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5000,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5000,,,
"Comment submitted by John R. Maxted, Public Utilities, City of West Palm Beach, Florida",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1234,3/14/19,3/11/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,This is original comment of OW-2018-0149-1235,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1234,,,
"Comment submitted by J. Mark Ward, Carbon County, Utah",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6897,4/29/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6897,,,
"Comment submitted by Todd Parfitt, Director, Wyoming Department of Environmental Quality (WDEQ)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4776,4/19/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4776,,,
"Comment submitted by Robert Wolff, President, Board of Directors, Southwestern Water Conservation District (SWCD)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5405,4/25/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5405,,,
"Comment submitted by Tim Humphrey, Supervisor, District II, Gila County Board of Supervisors",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5408,4/25/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5408,,,
"Comment submitted by Paul A. Cook, General Manager, Irvine Ranch Water District, California",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5124,4/23/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5124,,,
"Comment submitted by Bob Nisbet, City Manager, City of Half Moon Bay",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3158,4/8/19,3/22/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/22/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3158,,,
"Comment submitted by Gordon Cruickshank, Chairman, Valley County Board of County Commissioners (Idaho)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7899,5/1/19,4/22/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7899,,,
"Comment submitted by Joe F. Martinez, President, Yolo County Farm Bureau (California)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8177,5/1/19,4/17/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8177,,,
"Comment submitted by Travis K. Simshauser, Supervisor, District 3, Apache County, Arizona",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5109,4/23/19,4/17/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5109,,,
"Comment submitted by Jason Whiting, Supervisor, Navajo County Board of Supervisors, Navajo County  District III",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4555,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4555,,,
"Comment submitted by Nancy S. Allen, Environmental Programs Administrator, City of Phoenix, Office of Environmental Programs",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6831,4/29/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6831,,,
"Comment submitted by Elise Jones, Chair, et al., Boulder County CO",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6854,4/29/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6854,,,
"Comment submitted by Steve Williams, Navajo County Supervisor, District IV, Navajo County, Board of Supervisors",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4592,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4592,,,
"Comment submitted by Stuart Kasdin, Council Member, City of Goleta, California",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3089,4/5/19,4/2/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/2/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3089,,,
"Comment submitted by Travis Simshauser, County Supervisor, District III, Apache County, Arizona",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4725,4/19/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4725,,,
"Comment submitted by Michelle Stone, Chairman, District 5, Board of County Commissioners, Marion County, Florida",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4266,4/16/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,pdf,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4266,,,
"Comment Submitted by William Turner, St. Francis Levee District of Arkansas",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6693,4/29/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6693,,,
"Comment submitted by Anna T. Hamilton, Chair, Board of County Commissioners, Santa Fe County",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8009,5/1/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8009,,,
"Comment submitted by Mike Hook, Craighead County, St. Francis Levee District of Arkansas",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6690,4/29/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6690,,,
"Comment submitted by Dan P. Joyce, County Judge, Malheur County, Oregon",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4400,4/17/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4400,,,
"Comment submitted by J. G. Andre Monette, Best Best & Krieger LLP on behalf of the City of Corona",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5090,4/23/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5090,,,
"Comment submitted by Bill Harvey, Commission Chair, Baker County, Oregon",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4254,4/16/19,4/10/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4254,,,
"Comment submitted by Dr. Troy Thompson, President, Laramie County Commissioner, Wyoming County Commissioners Association (WCCA)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4436,4/18/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4436,,,
"Comment submitted by Michael Collison, Chairman et al., Monona County Board of Supervisors, Iowa",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8170,5/1/19,4/16/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8170,,,
"Comment submitted by Andrew A. Mueller, General Manager, Colorado River Water Conservation District",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8124,5/1/19,4/17/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/17/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8124,,,
"Comment submitted by Mark Pestrella, Director of Public Works, and Daniel J. Lafferty, Deputy Director, County of Los Angeles and Los Angeles County Flood Control District",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4956,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4956,,,
"Comment submitted by Howard Hutchinson, Executive Director, Coalition of Arizona/New Mexico Counties For Stable Economic Growth",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4434,4/18/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4434,,,
"Comment submitted by Travis K. Simshauser, County Supervisor,
District 3, Apache County, Arizona",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5317,4/24/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5317,,,
"Comment submitted by Cynthia Brock, Chairperson, Tompkins County Water Resources Council",PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9098,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9098,,,
"Comment submitted by Bruce A. Stevens, President, Indiana Coal Council (ICC)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4503,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4503,,,
"Comment submitted by Ron Campbell, County Supervisor, District II, Greenlee County, Arizona",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4722,4/19/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4722,,,
"Comment submitted by Robert E. Ashton, Assistant Director of Regulatory Compliance, Department of Public Utilities, City of Columbus, Ohio",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3849,4/15/19,4/8/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3849,,,
"Comment Submitted by Robert H. Stacy, Cross County, St. Francis Levee District of Arkansas et al.",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8198,5/4/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8198,,,
"Comment submitted by Anna C. Hansen, Santa Fe County Commissioner, Santa Fe County Board of County Commissioners, New Mexico",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4923,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4923,,,
"Comment submitted by Mike Cooper, Chairman, Board of Supervisors, Calhoun County, IA",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8159,5/1/19,4/18/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8159,,,
"Comment submitted by Kathy Chandler-Henry, Chair, Northwest Colorado Council of Governments Water Quality/ Quantity Committee (QQ)",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5129,4/23/19,4/18/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5129,,,
"Comment submitted by Chris Coudriet, County Manager, New Hanover County, County Manager's Office",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4874,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4874,,,
"Comment submitted by Tom Points, Public Works Director, City of Nampa",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8148,5/1/19,4/18/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8148,,,
"Comment submitted by Susette M. Taylor, Clerk & Election Authority,  Atchison County Commission",PUBLIC SUBMISSIONS,2,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8122,5/1/19,4/17/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/17/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8122,,,
"Comment submitted by Mike Kuntz, County Engineer, Jackson County Roads",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5396,4/25/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5396,,,
"Comment submitted by Bach McClure, Stormwater Program, Natural Resources Management Department, Brevard County, Florida",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4680,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4680,,,
"Comment submitted by Tommy Wells, Director, District of Columbia Department of Energy and Environment (DOEE)",PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4744,4/19/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Government Local,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4744,,,
